Source.Name,ATA,PUBLICATION NO.,RECEIVED DATE,ISSUE DATE,EFFECTIVE DATE,BIWEEKLY NUMBER,TC HOLDER,AC TYPE,SUBJECT,SUPERSEDES,REFERENCE,AFFECTED PART,METHOD OF COMPLIANCE,COMPLIANCE TIME,REPEAT INTERVAL,EFFECTIVITY,PARTS PROHIBITION,PIC,EVALUATION DATE,TDE NUMBER,TDE STATUS,ENGINEERING ACTION,Issued Instructions
,,US-2022-10-04,,9-May-2022,,,ENGINE ALLIANCE LLC,GP7200,Engine - Stages 7-9 Compressor Rotor Spool - Replacement,,,,,,,,,,,,,,
,,2019-0138R1,,9-May-2022,,,AIRBUS S.A.S.,"A330, A340",[Correction] Stabilizers - Elevators - Inspection,,,,,,,,,,,,,,
,,CF-2022-25,,5-May-2022,,,BOMBARDIER,BD-700,Landing Gear - Introduction of New Brake Accumulator Life Limit,,,,,,,,,,,,,,
,,2022-0079-E,,5-May-2022,,,AIRBUS S.A.S.,A350,Aircraft Flight Manual - Section Limitations / Normal Procedures - Amendment / Flight Controls - Master Minimum Equipment List - Amendment,,,,,,,,,,,,,,
,,2022-0078,,4-May-2022,,,AIRBUS S.A.S.,"A300-600, A310",Fuselage - Door Frames Holes - Inspection,,,,,,,,,,,,,,
,,CF-2022-24,,3-May-2022,,,BOMBARDIER,BD-100,Flight Controls - Stabilizer Trim Switch Failure,,,,,,,,,,,,,,
,5,2022-0091,,20-May-2022,3-Jun-2022,2022-10,AIRBUS,"A318, A319, A320, A321",Time Limits / Maintenance Checks – Airworthiness Limitations Section Part 3 / Certification Maintenance Requirements,EASA AD 2021-0108,"ALS Part 3 Rev 08,
Airline / Owner Aircraft Maintenance Program",Approved aircraft maintenance program,Revise the MP by incorporating the referenced ALS,Within 12 months after effective date of this AD,None,"03809, 05463
MP at time of eval has not yet incorporated ALS Part 3 Rev 8",No parts prohibition,Rofiq,27-May-22,TDE-AD-2022-091-PAS,COMPLETE,NO ENGINEERING ACTION,
,,US-2022-10-02,31-May-22,25-May-22,,2022-11,HONEYWELL INTERNATIONAL INC.,"T5311, T5313, T5317",Engine Controls - Reduction Gearbox Assembly - Vibration Tests,,,,,,,,,,,,,,
,,2022-0094,31-May-22,25-May-22,,2022-11,AIRBUS S.A.S.,A380,Pneumatic - Air Conditioning / Engine Bleed Air System - Software Update; Airplane Flight Manual / Master Minimum Equipment List - Air Conditioning / Engine Bleed Air System - Amendment; Pneumatic - Engine Bleed Air Supply Over-pressure Valve - Replacement; Ice and Rain Protection - Anti-ice Control Unit - Replacement,,,,,,,,,,,,,,
,,2022-0093,31-May-22,25-May-22,,2022-11,AIRBUS S.A.S.,A350,Fuselage - Fasteners at Frame 96 Stringer 6 and 7 on Right Hand Side - Inspection,,,,,,,,,,,,,,
,,2021-0129R1,31-May-22,25-May-22,,2022-11,ROLLS-ROYCE DEUTSCHLAND Ltd & Co KG,RB211 TRENT 900,Engine Fuel & Control - Low Pressure Compressor Case Static P30 Air System - Modification,,,,,,,,,,,,,,
,,US-2022-06-06,31-May-22,24-May-22,,2022-11,BOEING,737,Flight Controls - Rudder Pedal Cover Assembly Fasteners - Modification,,,,,,,,,,,,,,
,,US-2022-09-18,31-May-22,24-May-22,,2022-11,BOEING,"707, 717, 727, DC-10, DC-8, DC-9, MD-10, MD-11",Aircraft Flight Manual - Limitations / Operating Procedures - Amendment,,,,,,,,,,,,,,
,,2022-0092,31-May-22,24-May-22,,2022-11,WSK PZL-SWIDNIK S.A.,PZL W-3A,Engine - Vibration Levels - Measurement,,,,,,,,,,,,,,
,,BR-2022-05-03,31-May-22,23-May-22,,2022-11,EMBRAER S.A.,ERJ 170,Navigation - Primary Flight Displays - Software Installation,,,,,,,,,,,,,,
,,BR-2022-05-04,31-May-22,23-May-22,,2022-11,EMBRAER S.A.,ERJ 190,Navigation - Primary Flight Displays - Software Installation,,,,,,,,,,,,,,
,,US-2022-09-14,31-May-22,23-May-22,,2022-11,GENERAL ELECTRIC,CF34-8,Air - Operability Bleed Valve - Inspection / Replacement ,,,,,,,,,,,,,,
,,US-2022-08-10,31-May-22,20-May-22,,2022-11,HAMILTON SUNDSTRAND,54H,Propellers - Blades - Inspection / Replacement,,,,,,,,,,,,,,
,,CF-2022-27,31-May-22,20-May-22,,2022-11,PRATT & WHITNEY CANADA,JT15D,Engine - Compressor Section - Impeller Fracture due to Machining Step,,,,,,,,,,,,,,
,,2015-0226R7,31-May-22,20-May-22,,2022-11,"AIRBUS HELICOPTERS, AIRBUS HELICOPTERS DEUTSCHLAND, BELL TEXTRON CANADA LTD (BTCL), BELL TEXTRON INC. (BTI), LEONARDO S.p.A. HELICOPTERS, MD HELICOPTERS INC (MDHI), SIKORSKY","SA 330 / AS 332 / EC 225, SA/AS 365 / EC 155, EC135/635, MBB-BK 117, 429, 430, 212, 214, 412, A109/A119, AB139/AW139, AB212/AB412, MD900, S-61, S-76, S-92",Equipment / Furnishings - Hoist - Test / Replacement,,,,,,,,,,,,,,
,,2021-0107R2,31-May-22,20-May-22,,2022-11,PIPER AIRCRAFT INC.,"PA-28 (Archer), PA-28 (Cadet), PA-28 (Cherokee), PA-28 (Warrior), PA-28R (Arrow), PA-32 (Cherokee Six), PA-32R (Lance)",Wings - Lower Main Wing Spar Caps - Inspection,,,,,,,,,,,,,,
,,2022-0090,31-May-22,18-May-22,,2022-11,AIRBUS S.A.S.,A321,Doors - Airbus Cabin Flex / Overwing Emergency Exit Slide Release Mechanism - Inspection,,,,,,,,,,,,,,
,,CF-2022-26,31-May-22,18-May-22,,2022-11,PRATT & WHITNEY CANADA,PT6E-60,Engine Bleed Air - Bleed-Off Valve Failure to Close,,,,,,,,,,,,,,
,,2019-0207R1,31-May-22,18-May-22,,2022-11,AIRBUS S.A.S.,A350,Doors - Passenger / Crew Door Girt Bar Fitting Assemblies - Inspection,,,,,,,,,,,,,,
,,US-2022-08-05,31-May-22,17-May-22,,2022-11,BOEING,737,Fuselage - Lower Lobe Electronic Equipment Bay Sealant - Inspection,,,MP Document,,,,,,,,,,,
,,2022-0088,31-May-22,17-May-22,,2022-11,AIRBUS S.A.S.,A350,Hydraulic Power - Yellow Fire Shut Off Valve Grounding Wiring - Modification,,,MP Document,,,,,,,,,,,
,,2022-0089,31-May-22,17-May-22,,2022-11,AIRBUS S.A.S.,A321,Power Plant - Aft Engine Mount Secondary Load Path - Inspection,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2022-0087,31-May-22,16-May-22,,2022-11,AIRBUS HELICOPTERS,SA 330 / AS 332 / EC 225,Fuel - Engine Fuel Supply Hoses - Inspection / Modification / Re-tightening,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,25,2020-0236-CN,31-May-22,16-May-22,,2022-11,AIRBUS S.A.S.,"A318, A319, A320, A321",CANCELLED: Equipment / Furnishings - Emergency Escape Slide / Raft Inflation Reservoir - Pressure Check,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,CF-2021-22R1,31-May-22,16-May-22,,2022-11,AIRBUS CANADA LP,BD-500 (A220 Series),Landing Gear - Main Landing Gear Lower Spindle Pin Corrosion,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-24-02,31-May-22,,,2022-01,The Boeing Company,MD-11 and MD-11F,MD-11 and MD-11F,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-24-12,31-May-22,,,2022-01,The Boeing Company,"777-200, -200LR, -300, -300ER, and 777F","777-200, -200LR, -300, -300ER, and 777F",,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-24-20,31-May-22,,,2022-01,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-25-09,31-May-22,,,2022-01,The Boeing Company,737-200 and -200C,737-200 and -200C,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-25-12,31-May-22,,,2022-01,De Havilland Aircraft of Canada Limited,DHC-8-401 and -402,DHC-8-401 and -402,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-25-14,31-May-22,,,2022-01,Airbus SAS,"A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232","A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232",,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-26-04,31-May-22,,,2022-01,Engine Alliance,GP7270 and GP7277,GP7270 and GP7277,,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-26-13,31-May-22,,,2022-01,Rolls-Royce Deutschland Ltd & Co KG,"Trent 1000-A2, Trent 1000-AE2, Trent 1000-C2, Trent 1000-CE2, Trent 1000-D2, Trent 1000-E2, Trent 1000-G2, Trent 1000-H2, Trent 1000-J2, Trent 1000-K2, and Trent 1000-L2","Trent 1000-A2, Trent 1000-AE2, Trent 1000-C2, Trent 1000-CE2, Trent 1000-D2, Trent 1000-E2, Trent 1000-G2, Trent 1000-H2, Trent 1000-J2, Trent 1000-K2, and Trent 1000-L2",,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-26-19,31-May-22,,,2022-01,General Electric Company,"CF34-8C5, CF34-8C5B1, CF34-8E2, CF34-8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1","CF34-8C5, CF34-8C5B1, CF34-8E2, CF34-8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1",,,"MP DocumentAirbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2022-01-04,31-May-22,,,2022-01,Rolls-Royce Corporation,AE 2100D3,AE 2100D3,,,"Airbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-24-14,31-May-22,,,2022-02,The Boeing Company,"787-8, 787-9, and 787-10","787-8, 787-9, and 787-10",,,"Airbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",,,,,,,,,,,
,,2021-25-06,31-May-22,,,2022-02,Airbus Defense and Space S.A.,"CN-235, CN-235-100, CN-235-200, and CN-235-300","CN-235, CN-235-100, CN-235-200, and CN-235-300",,,,,,,,,,,,,,
,,2021-25-07,31-May-22,,,2022-02,"Bombardier, Inc.",BD-100-1A10,BD-100-1A10,,,MP Document,,,,,,,,,,,
,,2021-25-13,31-May-22,,,2022-02,"Bombardier, Inc.","CL-600-1A11 (600), CL-600-2A12 (601), CL-600-2B16 (601-3A, 601-3R, and 604 Variants)","CL-600-1A11 (600), CL-600-2A12 (601), CL-600-2B16 (601-3A, 601-3R, and 604 Variants)",,,MP Document,,,,,,,,,,,
,,2021-26-05,31-May-22,,,2022-02,"Saab AB, Support and Services",SAAB 2000,SAAB 2000,,,MP Document,,,,,,,,,,,
,,2021-26-06,31-May-22,,,2022-02,General Electric Company,"GE90-76B, GE90-85B, GE90-90B, GE90-94B, GE90-110B1, and GE90-115B","GE90-76B, GE90-85B, GE90-90B, GE90-94B, GE90-110B1, and GE90-115B",,,MP Document,,,,,,,,,,,
,,2021-26-17,31-May-22,,,2022-02,The Boeing Company,"737-600, -700, -700C, -800, -900, and -900ER","737-600, -700, -700C, -800, -900, and -900ER",,,MP Document,,,,,,,,,,,
,,2022-02-05,31-May-22,,,2022-02,Pratt & Whitney,"PW1519G, PW1521G, PW1521G-3, PW1521GA, PW1524G, PW1524G-3, PW1525G, PW1525G-3, PW1919G, PW1921G, PW1922G, PW1923G, and PW1923G-A","PW1519G, PW1521G, PW1521G-3, PW1521GA, PW1524G, PW1524G-3, PW1525G, PW1525G-3, PW1919G, PW1921G, PW1922G, PW1923G, and PW1923G-A",,,MP Document,,,,,,,,,,,
,,2021-25-05,31-May-22,,,2022-03,The Boeing Company,"737-100, -200, -200C, -300, -400, and -500","737-100, -200, -200C, -300, -400, and -500",,,MP Document,,,,,,,,,,,
,,2021-26-03,31-May-22,,,2022-03,The Boeing Company,"737-300, -400, and -500","737-300, -400, and -500",,,MP Document,,,,,,,,,,,
,,2021-26-10,31-May-22,,,2022-03,The Boeing Company,"747-400, -400D, and -400F","747-400, -400D, and -400F",,,MP Document,,,,,,,,,,,
,,2021-26-23,31-May-22,,,2022-03,"Bombardier, Inc.","CL-600-2B16 (601-3A, 601-3R, and 604 Variants)","CL-600-2B16 (601-3A, 601-3R, and 604 Variants)",,,MP Document,,,,,,,,,,,
,,2021-26-27,31-May-22,,,2022-03,Airbus Canada Limited Partnership,BD-500-1A10 and BD-500-1A11,BD-500-1A10 and BD-500-1A11,,,MP Document,,,,,,,,,,,
,,2021-26-28,31-May-22,,,2022-03,The Boeing Company,"757-200, -200PF, -200CB, and -300","757-200, -200PF, -200CB, and -300",,,MP Document,,,,,,,,,,,
,,2022-01-02,31-May-22,,,2022-03,De Havilland Aircraft of Canada Limited,"DHC-8-400, -401, and -402","DHC-8-400, -401, and -402",,,MP Document,,,,,,,,,,,
,,2022-02-15,31-May-22,,,2022-03,Gulfstream Aerospace Corporation,G-IV,G-IV,,,MP Document,,,,,,,,,,,
,,2022-02-16,31-May-22,,,2022-03,The Boeing Company,"787-8, 787-9, and 787-10","787-8, 787-9, and 787-10",,,MP Document,,,,,,,,,,,
,,2022-02-18,31-May-22,,,2022-03,General Electric Company,"CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A5F, and CF6-80C2A8","CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A5F, and CF6-80C2A8",,,,,,,,,,,,,,
,,2022-03-05,31-May-22,,,2022-03,The Boeing Company,"747-8F and 747-8; 777-200, -200LR, -300, -300ER, and 777F","747-8F and 747-8; 777-200, -200LR, -300, -300ER, and 777F",,,,,,,,,,,,,,
,,2021-26-22,31-May-22,,,2022-04,General Electric Company,"CF6-80A, CF6-80A1, CF6-80A2, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A5F, CF6-80C2A8, CF6-80C2B1, CF6-80C2B1F, CF6-80C2B2, CF6-80C2B2F, CF6-80C2B4, CF6-80C2B4F, CF6-80C2B5F, CF6-80C2B6, CF6-80C2B6F, CF6-80C2B6FA, CF6-80C2B7F, CF6-80C2D1F, CF6-80C2L1F, and CF6-80C2K1F","CF6-80A, CF6-80A1, CF6-80A2, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A5F, CF6-80C2A8, CF6-80C2B1, CF6-80C2B1F, CF6-80C2B2, CF6-80C2B2F, CF6-80C2B4, CF6-80C2B4F, CF6-80C2B5F, CF6-80C2B6, CF6-80C2B6F, CF6-80C2B6FA, CF6-80C2B7F, CF6-80C2D1F, CF6-80C2L1F, and CF6-80C2K1F",,,,,,,,,,,,,,
,,2021-26-23,31-May-22,,,2022-04,"Bombardier, Inc.","CL-600-2B16 (601-3A, 601-3R, and 604 Variants)","CL-600-2B16 (601-3A, 601-3R, and 604 Variants)",,,,,,,,,,,,,,
,,2022-01-07,31-May-22,,,2022-04,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-01-08,31-May-22,,,2022-04,Airbus SAS,"A300 B2-1A, B2-1C, B2K-3C, B2-203, B4-2C, B4-103, and B4-203; A300 B4-601, B4-603, B4-620, and B4-622; A300 B4-605R and B4-622R; A300 C4-605R Variant F; A300 F4-605R and F4-622R; A310-203, -204, -221, -222, -304, -322, -324, and -325","A300 B2-1A, B2-1C, B2K-3C, B2-203, B4-2C, B4-103, and B4-203; A300 B4-601, B4-603, B4-620, and B4-622; A300 B4-605R and B4-622R; A300 C4-605R Variant F; A300 F4-605R and F4-622R; A310-203, -204, -221, -222, -304, -322, -324, and -325",,,,,,,,,,,,,,
,,2022-02-07,31-May-22,,,2022-04,Airbus Canada Limited Partnership,BD-500-1A10 and BD-500-1A11,BD-500-1A10 and BD-500-1A11,,,,,,,,,,,,,,
,,2022-02-09,31-May-22,,,2022-04,International Aero Engines AG,"V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528-D5, V2530-A5, V2531-E5, and V2533-A5","V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528-D5, V2530-A5, V2531-E5, and V2533-A5",,,,,,,,,,,,,,
,,2022-02-10,31-May-22,,,2022-04,Dassault Aviation,"FALCON 7X, FALCON 900EX, FALCON 2000EX","FALCON 7X, FALCON 900EX, FALCON 2000EX",,,,,,,,,,,,,,
,,2022-02-11,31-May-22,,,2022-04,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232","A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232",,,,,,,,,,,,,,
,,2022-03-02,31-May-22,,,2022-04,De Havilland Aircraft of Canada Limited,DHC-8-401 and -402,DHC-8-401 and -402,,,,,,,,,,,,,,
,,2022-03-06,31-May-22,,,2022-04,Airbus Canada Limited Partnership,BD-500-1A10 and BD-500-1A11,BD-500-1A10 and BD-500-1A11,,,,,,,,,,,,,,
,,2022-03-10,31-May-22,,,2022-04,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-03-11,31-May-22,,,2022-04,"Bombardier, Inc.",BD-100-1A10,BD-100-1A10,,,,,,,,,,,,,,
,,2022-03-20,31-May-22,,,2022-04,The Boeing Company,"737-8, 737-9, and 737-8200","737-8, 737-9, and 737-8200",,,,,,,,,,,,,,
,,2022-03-23,31-May-22,,,2022-04,Textron Aviation Inc.,"300, 300LW, B300, and B300C","300, 300LW, B300, and B300C",,,,,,,,,,,,,,
,,2022-01-03,31-May-22,,,2022-04,Umlaut Engineering GmbH,hand-held P3HAFEX fire extinguisher,hand-held P3HAFEX fire extinguisher,,,,,,,,,,,,,,
